discourse_id,essay_id,prompt_name,discourse_effectiveness,effect_score,holistic_essay_score,grade_level,ell_status,student_disability_status,race_ethnicity,economically_disadvantaged,F02,f02_present,discourse_text,premise_1,premise_2,conjunction_text,non_relevant,is_dismissed,dismissal_reason
disc_lead_00503,essay_01202,Driverless cars,Ineffective,1,5.0,11,No,No,Asian,Yes,1,True,Cars are bad when they make too much noise in the morning.,Cars are bad,they make too much noise in the morning.,when,,False,
disc_lead_00504,essay_01203,Facial Action Coding System,Ineffective,1,4.0,8,Yes,No,Black/African American,No,1,True,"Although Venus is very hot, we should go there right now.",Venus is very hot,we should go there right now.,Although,,False,
disc_lead_00505,essay_01204,Seeking the Author,Effective,3,4.0,9,No,No,Hispanic/Latino,Yes,1,True,Venus is a planet that scientists have tried to learn about although the environment is extraordinarily hostile and dangerous.,Venus is a planet that scientists have tried to learn about,the environment is extraordinarily hostile and dangerous.,although,,False,
disc_lead_00506,essay_01205,Exploring Venus,Effective,3,3.0,9,No,No,Hispanic/Latino,Yes,1,True,I strongly disagree with driverless vehicles because untested autonomous algorithms pose significant risks to pedestrians.,I strongly disagree with driverless vehicles,untested autonomous algorithms pose significant risks to pedestrians.,because,,False,
disc_lead_00507,essay_01206,Car-free cities,Effective,3,4.0,8,Yes,No,White,No,1,True,"If scientists can figure out more about Venus, we can further our understanding of what this planet once was.",scientists can figure out more about Venus,we can further our understanding of what this planet once was.,If,,False,
disc_lead_00508,essay_01207,Driverless cars,Adequate,2,5.0,11,No,No,Black/African American,No,1,True,Students should participate in community service since it fosters empathy and builds essential civic responsibility.,Students should participate in community service,it fosters empathy and builds essential civic responsibility.,since,,False,
disc_lead_00509,essay_01208,Facial Action Coding System,Adequate,2,4.0,11,Yes,No,White,Yes,1,True,"Although car-free cities reduce urban pollution, many citizens rely heavily on personal vehicles for daily commutes.",car-free cities reduce urban pollution,many citizens rely heavily on personal vehicles for daily commutes.,Although,,False,
disc_lead_00510,essay_01209,Seeking the Author,Adequate,2,3.0,8,No,No,Asian,Yes,1,True,People should support renewable technology because fossil fuels contribute directly to catastrophic global climate change.,People should support renewable technology,fossil fuels contribute directly to catastrophic global climate change.,because,,False,
disc_lead_00511,essay_01210,Exploring Venus,Adequate,2,3.0,9,No,No,Asian,Yes,1,True,The facial landmark image was created by natural erosion even though some conspiracy theorists claim aliens sculpted a face on Mars.,The facial landmark image was created by natural erosion,some conspiracy theorists claim aliens sculpted a face on Mars.,even though,,False,
disc_lead_00512,essay_01211,Car-free cities,Adequate,2,3.0,11,No,No,Black/African American,Yes,1,True,"Unless government regulation strictly controls emissions, air quality in metropolitan areas will continue to degrade rapidly.",government regulation strictly controls emissions,air quality in metropolitan areas will continue to degrade rapidly.,Unless,,False,
disc_lead_00513,essay_01212,Driverless cars,Adequate,2,4.0,8,No,No,White,Yes,1,True,We should switch to electric cars provided that charging infrastructure is made universally accessible to all residents.,We should switch to electric cars,charging infrastructure is made universally accessible to all residents.,provided that,,False,
disc_lead_00514,essay_01213,Facial Action Coding System,Ineffective,1,3.0,10,No,Yes,Hispanic/Latino,No,1,True,I think technology is good because it helps people do homework and talk to friends faster.,I think technology is good,it helps people do homework and talk to friends faster.,because,,False,
disc_lead_00515,essay_01214,Seeking the Author,Ineffective,1,4.0,11,No,Yes,White,Yes,1,True,Cars are bad when they make too much noise in the morning.,Cars are bad,they make too much noise in the morning.,when,,False,
disc_lead_00516,essay_01215,Exploring Venus,Ineffective,1,4.0,11,No,Yes,Asian,No,1,True,"Although Venus is very hot, we should go there right now.",Venus is very hot,we should go there right now.,Although,,False,
disc_lead_00517,essay_01216,Car-free cities,Effective,3,3.0,9,No,No,Hispanic/Latino,No,1,True,Venus is a planet that scientists have tried to learn about although the environment is extraordinarily hostile and dangerous.,Venus is a planet that scientists have tried to learn about,the environment is extraordinarily hostile and dangerous.,although,,False,
disc_lead_00518,essay_01217,Driverless cars,Effective,3,3.0,10,No,No,Asian,No,1,True,I strongly disagree with driverless vehicles because untested autonomous algorithms pose significant risks to pedestrians.,I strongly disagree with driverless vehicles,untested autonomous algorithms pose significant risks to pedestrians.,because,,False,
disc_lead_00519,essay_01218,Facial Action Coding System,Effective,3,3.0,10,No,No,Asian,Yes,1,True,"If scientists can figure out more about Venus, we can further our understanding of what this planet once was.",scientists can figure out more about Venus,we can further our understanding of what this planet once was.,If,,False,
disc_lead_00520,essay_01219,Seeking the Author,Adequate,2,4.0,8,Yes,No,Hispanic/Latino,No,1,True,Students should participate in community service since it fosters empathy and builds essential civic responsibility.,Students should participate in community service,it fosters empathy and builds essential civic responsibility.,since,,False,
disc_lead_00521,essay_01220,Exploring Venus,Adequate,2,5.0,11,No,No,Hispanic/Latino,Yes,1,True,"Although car-free cities reduce urban pollution, many citizens rely heavily on personal vehicles for daily commutes.",car-free cities reduce urban pollution,many citizens rely heavily on personal vehicles for daily commutes.,Although,,False,
disc_lead_00522,essay_01221,Car-free cities,Adequate,2,3.0,9,No,No,White,No,1,True,People should support renewable technology because fossil fuels contribute directly to catastrophic global climate change.,People should support renewable technology,fossil fuels contribute directly to catastrophic global climate change.,because,,False,
disc_lead_00523,essay_01222,Driverless cars,Adequate,2,4.0,9,No,No,Black/African American,Yes,1,True,The facial landmark image was created by natural erosion even though some conspiracy theorists claim aliens sculpted a face on Mars.,The facial landmark image was created by natural erosion,some conspiracy theorists claim aliens sculpted a face on Mars.,even though,,False,
disc_lead_00524,essay_01223,Facial Action Coding System,Adequate,2,3.0,12,No,No,Asian,No,1,True,"Unless government regulation strictly controls emissions, air quality in metropolitan areas will continue to degrade rapidly.",government regulation strictly controls emissions,air quality in metropolitan areas will continue to degrade rapidly.,Unless,,False,
disc_lead_00525,essay_01224,Seeking the Author,Adequate,2,5.0,12,No,No,Asian,No,1,True,We should switch to electric cars provided that charging infrastructure is made universally accessible to all residents.,We should switch to electric cars,charging infrastructure is made universally accessible to all residents.,provided that,,False,
disc_lead_00526,essay_01225,Exploring Venus,Ineffective,1,3.0,10,No,No,Black/African American,No,1,True,I think technology is good because it helps people do homework and talk to friends faster.,I think technology is good,it helps people do homework and talk to friends faster.,because,,False,
disc_lead_00527,essay_01226,Car-free cities,Ineffective,1,4.0,10,No,Yes,Black/African American,Yes,1,True,Cars are bad when they make too much noise in the morning.,Cars are bad,they make too much noise in the morning.,when,,False,
disc_lead_00528,essay_01227,Driverless cars,Ineffective,1,4.0,9,No,No,White,No,1,True,"Although Venus is very hot, we should go there right now.",Venus is very hot,we should go there right now.,Although,,False,
disc_lead_00529,essay_01228,Facial Action Coding System,Effective,3,5.0,10,No,Yes,Hispanic/Latino,No,1,True,Venus is a planet that scientists have tried to learn about although the environment is extraordinarily hostile and dangerous.,Venus is a planet that scientists have tried to learn about,the environment is extraordinarily hostile and dangerous.,although,,False,
disc_lead_00530,essay_01229,Seeking the Author,Effective,3,3.0,11,No,No,Black/African American,No,1,True,I strongly disagree with driverless vehicles because untested autonomous algorithms pose significant risks to pedestrians.,I strongly disagree with driverless vehicles,untested autonomous algorithms pose significant risks to pedestrians.,because,,False,
disc_lead_00531,essay_01230,Exploring Venus,Effective,3,5.0,9,No,No,White,No,1,True,"If scientists can figure out more about Venus, we can further our understanding of what this planet once was.",scientists can figure out more about Venus,we can further our understanding of what this planet once was.,If,,False,
disc_lead_00532,essay_01231,Car-free cities,Adequate,2,4.0,11,Yes,No,Black/African American,Yes,1,True,Students should participate in community service since it fosters empathy and builds essential civic responsibility.,Students should participate in community service,it fosters empathy and builds essential civic responsibility.,since,,False,
disc_lead_00533,essay_01232,Driverless cars,Adequate,2,4.0,9,No,No,Hispanic/Latino,Yes,1,True,"Although car-free cities reduce urban pollution, many citizens rely heavily on personal vehicles for daily commutes.",car-free cities reduce urban pollution,many citizens rely heavily on personal vehicles for daily commutes.,Although,,False,
disc_lead_00534,essay_01233,Facial Action Coding System,Adequate,2,2.0,10,Yes,No,Asian,Yes,1,True,People should support renewable technology because fossil fuels contribute directly to catastrophic global climate change.,People should support renewable technology,fossil fuels contribute directly to catastrophic global climate change.,because,,False,
disc_lead_00535,essay_01234,Seeking the Author,Adequate,2,3.0,10,Yes,No,White,No,1,True,The facial landmark image was created by natural erosion even though some conspiracy theorists claim aliens sculpted a face on Mars.,The facial landmark image was created by natural erosion,some conspiracy theorists claim aliens sculpted a face on Mars.,even though,,False,
disc_lead_00536,essay_01235,Exploring Venus,Adequate,2,3.0,11,No,No,Black/African American,No,1,True,"Unless government regulation strictly controls emissions, air quality in metropolitan areas will continue to degrade rapidly.",government regulation strictly controls emissions,air quality in metropolitan areas will continue to degrade rapidly.,Unless,,False,
disc_lead_00537,essay_01236,Car-free cities,Adequate,2,4.0,8,No,No,Asian,No,1,True,We should switch to electric cars provided that charging infrastructure is made universally accessible to all residents.,We should switch to electric cars,charging infrastructure is made universally accessible to all residents.,provided that,,False,
disc_lead_00538,essay_01237,Driverless cars,Ineffective,1,3.0,8,No,No,White,No,1,True,I think technology is good because it helps people do homework and talk to friends faster.,I think technology is good,it helps people do homework and talk to friends faster.,because,,False,
disc_lead_00539,essay_01238,Facial Action Coding System,Ineffective,1,2.0,10,No,No,Hispanic/Latino,No,1,True,Cars are bad when they make too much noise in the morning.,Cars are bad,they make too much noise in the morning.,when,,False,
disc_lead_00540,essay_01239,Seeking the Author,Ineffective,1,3.0,12,No,No,Asian,Yes,1,True,"Although Venus is very hot, we should go there right now.",Venus is very hot,we should go there right now.,Although,,False,
disc_lead_00541,essay_01240,Exploring Venus,Effective,3,4.0,10,No,No,White,Yes,1,True,Venus is a planet that scientists have tried to learn about although the environment is extraordinarily hostile and dangerous.,Venus is a planet that scientists have tried to learn about,the environment is extraordinarily hostile and dangerous.,although,,False,
disc_lead_00542,essay_01241,Car-free cities,Effective,3,4.0,9,Yes,No,Asian,No,1,True,I strongly disagree with driverless vehicles because untested autonomous algorithms pose significant risks to pedestrians.,I strongly disagree with driverless vehicles,untested autonomous algorithms pose significant risks to pedestrians.,because,,False,
disc_lead_00543,essay_01242,Driverless cars,Effective,3,4.0,9,No,No,White,Yes,1,True,"If scientists can figure out more about Venus, we can further our understanding of what this planet once was.",scientists can figure out more about Venus,we can further our understanding of what this planet once was.,If,,False,
disc_lead_00544,essay_01243,Facial Action Coding System,Adequate,2,4.0,11,No,No,Hispanic/Latino,No,1,True,Students should participate in community service since it fosters empathy and builds essential civic responsibility.,Students should participate in community service,it fosters empathy and builds essential civic responsibility.,since,,False,
disc_lead_00545,essay_01244,Seeking the Author,Adequate,2,4.0,10,No,No,Black/African American,Yes,1,True,"Although car-free cities reduce urban pollution, many citizens rely heavily on personal vehicles for daily commutes.",car-free cities reduce urban pollution,many citizens rely heavily on personal vehicles for daily commutes.,Although,,False,
disc_lead_00546,essay_01245,Exploring Venus,Adequate,2,4.0,9,No,No,White,No,1,True,People should support renewable technology because fossil fuels contribute directly to catastrophic global climate change.,People should support renewable technology,fossil fuels contribute directly to catastrophic global climate change.,because,,False,
disc_lead_00547,essay_01246,Car-free cities,Adequate,2,3.0,12,No,No,Hispanic/Latino,No,1,True,The facial landmark image was created by natural erosion even though some conspiracy theorists claim aliens sculpted a face on Mars.,The facial landmark image was created by natural erosion,some conspiracy theorists claim aliens sculpted a face on Mars.,even though,,False,
disc_lead_00548,essay_01247,Driverless cars,Adequate,2,4.0,11,No,No,Hispanic/Latino,Yes,1,True,"Unless government regulation strictly controls emissions, air quality in metropolitan areas will continue to degrade rapidly.",government regulation strictly controls emissions,air quality in metropolitan areas will continue to degrade rapidly.,Unless,,False,
disc_lead_00549,essay_01248,Facial Action Coding System,Adequate,2,3.0,12,No,No,Black/African American,Yes,1,True,We should switch to electric cars provided that charging infrastructure is made universally accessible to all residents.,We should switch to electric cars,charging infrastructure is made universally accessible to all residents.,provided that,,False,
disc_lead_00550,essay_01249,Seeking the Author,Ineffective,1,3.0,11,No,No,Black/African American,Yes,1,True,I think technology is good because it helps people do homework and talk to friends faster.,I think technology is good,it helps people do homework and talk to friends faster.,because,,False,
disc_lead_00551,essay_01250,Exploring Venus,Ineffective,1,4.0,9,No,No,White,Yes,1,True,Cars are bad when they make too much noise in the morning.,Cars are bad,they make too much noise in the morning.,when,,False,
disc_lead_00552,essay_01251,Car-free cities,Ineffective,1,3.0,8,No,Yes,Hispanic/Latino,Yes,1,True,"Although Venus is very hot, we should go there right now.",Venus is very hot,we should go there right now.,Although,,False,
disc_lead_00553,essay_01252,Driverless cars,Effective,3,3.0,12,No,No,Asian,Yes,1,True,Venus is a planet that scientists have tried to learn about although the environment is extraordinarily hostile and dangerous.,Venus is a planet that scientists have tried to learn about,the environment is extraordinarily hostile and dangerous.,although,,False,
disc_lead_00554,essay_01253,Facial Action Coding System,Effective,3,4.0,9,No,No,Hispanic/Latino,No,1,True,I strongly disagree with driverless vehicles because untested autonomous algorithms pose significant risks to pedestrians.,I strongly disagree with driverless vehicles,untested autonomous algorithms pose significant risks to pedestrians.,because,,False,
disc_lead_00555,essay_01254,Seeking the Author,Effective,3,5.0,9,No,No,Asian,Yes,1,True,"If scientists can figure out more about Venus, we can further our understanding of what this planet once was.",scientists can figure out more about Venus,we can further our understanding of what this planet once was.,If,,False,
disc_lead_00556,essay_01255,Exploring Venus,Adequate,2,4.0,12,No,No,Black/African American,No,1,True,Students should participate in community service since it fosters empathy and builds essential civic responsibility.,Students should participate in community service,it fosters empathy and builds essential civic responsibility.,since,,False,
disc_lead_00557,essay_01256,Car-free cities,Adequate,2,3.0,8,No,No,Black/African American,No,1,True,"Although car-free cities reduce urban pollution, many citizens rely heavily on personal vehicles for daily commutes.",car-free cities reduce urban pollution,many citizens rely heavily on personal vehicles for daily commutes.,Although,,False,
disc_lead_00558,essay_01257,Driverless cars,Adequate,2,3.0,8,No,No,White,No,1,True,People should support renewable technology because fossil fuels contribute directly to catastrophic global climate change.,People should support renewable technology,fossil fuels contribute directly to catastrophic global climate change.,because,,False,
disc_lead_00559,essay_01258,Facial Action Coding System,Adequate,2,3.0,10,No,No,Hispanic/Latino,Yes,1,True,The facial landmark image was created by natural erosion even though some conspiracy theorists claim aliens sculpted a face on Mars.,The facial landmark image was created by natural erosion,some conspiracy theorists claim aliens sculpted a face on Mars.,even though,,False,
disc_lead_00560,essay_01259,Seeking the Author,Adequate,2,5.0,10,No,No,Asian,No,1,True,"Unless government regulation strictly controls emissions, air quality in metropolitan areas will continue to degrade rapidly.",government regulation strictly controls emissions,air quality in metropolitan areas will continue to degrade rapidly.,Unless,,False,
disc_lead_00561,essay_01260,Exploring Venus,Adequate,2,5.0,8,No,No,Asian,No,1,True,We should switch to electric cars provided that charging infrastructure is made universally accessible to all residents.,We should switch to electric cars,charging infrastructure is made universally accessible to all residents.,provided that,,False,
disc_lead_00562,essay_01261,Car-free cities,Ineffective,1,4.0,9,No,No,Black/African American,Yes,1,True,I think technology is good because it helps people do homework and talk to friends faster.,I think technology is good,it helps people do homework and talk to friends faster.,because,,False,
disc_lead_00563,essay_01262,Driverless cars,Ineffective,1,4.0,9,No,No,Black/African American,No,1,True,Cars are bad when they make too much noise in the morning.,Cars are bad,they make too much noise in the morning.,when,,False,
disc_lead_00564,essay_01263,Facial Action Coding System,Ineffective,1,4.0,8,Yes,No,White,Yes,1,True,"Although Venus is very hot, we should go there right now.",Venus is very hot,we should go there right now.,Although,,False,
disc_lead_00565,essay_01264,Seeking the Author,Effective,3,3.0,12,Yes,No,Black/African American,Yes,1,True,Venus is a planet that scientists have tried to learn about although the environment is extraordinarily hostile and dangerous.,Venus is a planet that scientists have tried to learn about,the environment is extraordinarily hostile and dangerous.,although,,False,
disc_lead_00566,essay_01265,Exploring Venus,Effective,3,3.0,9,No,No,Asian,Yes,1,True,I strongly disagree with driverless vehicles because untested autonomous algorithms pose significant risks to pedestrians.,I strongly disagree with driverless vehicles,untested autonomous algorithms pose significant risks to pedestrians.,because,,False,
disc_lead_00567,essay_01266,Car-free cities,Effective,3,4.0,10,No,No,Hispanic/Latino,No,1,True,"If scientists can figure out more about Venus, we can further our understanding of what this planet once was.",scientists can figure out more about Venus,we can further our understanding of what this planet once was.,If,,False,
disc_lead_00568,essay_01267,Driverless cars,Adequate,2,4.0,10,No,No,Asian,Yes,1,True,Students should participate in community service since it fosters empathy and builds essential civic responsibility.,Students should participate in community service,it fosters empathy and builds essential civic responsibility.,since,,False,
disc_lead_00569,essay_01268,Facial Action Coding System,Adequate,2,4.0,12,No,No,White,No,1,True,"Although car-free cities reduce urban pollution, many citizens rely heavily on personal vehicles for daily commutes.",car-free cities reduce urban pollution,many citizens rely heavily on personal vehicles for daily commutes.,Although,,False,
disc_lead_00570,essay_01269,Seeking the Author,Adequate,2,3.0,11,No,No,Black/African American,Yes,1,True,People should support renewable technology because fossil fuels contribute directly to catastrophic global climate change.,People should support renewable technology,fossil fuels contribute directly to catastrophic global climate change.,because,,False,
disc_lead_00571,essay_01270,Exploring Venus,Adequate,2,2.0,8,No,No,Hispanic/Latino,Yes,1,True,The facial landmark image was created by natural erosion even though some conspiracy theorists claim aliens sculpted a face on Mars.,The facial landmark image was created by natural erosion,some conspiracy theorists claim aliens sculpted a face on Mars.,even though,,False,
disc_lead_00572,essay_01271,Car-free cities,Adequate,2,3.0,8,No,No,Black/African American,Yes,1,True,"Unless government regulation strictly controls emissions, air quality in metropolitan areas will continue to degrade rapidly.",government regulation strictly controls emissions,air quality in metropolitan areas will continue to degrade rapidly.,Unless,,False,
disc_lead_00573,essay_01272,Driverless cars,Adequate,2,4.0,12,No,No,Hispanic/Latino,No,1,True,We should switch to electric cars provided that charging infrastructure is made universally accessible to all residents.,We should switch to electric cars,charging infrastructure is made universally accessible to all residents.,provided that,,False,
disc_lead_00574,essay_01273,Facial Action Coding System,Ineffective,1,5.0,9,No,Yes,Hispanic/Latino,No,1,True,I think technology is good because it helps people do homework and talk to friends faster.,I think technology is good,it helps people do homework and talk to friends faster.,because,,False,
disc_lead_00575,essay_01274,Seeking the Author,Ineffective,1,3.0,8,No,No,White,Yes,1,True,Cars are bad when they make too much noise in the morning.,Cars are bad,they make too much noise in the morning.,when,,False,
disc_lead_00576,essay_01275,Exploring Venus,Ineffective,1,4.0,10,No,No,Black/African American,Yes,1,True,"Although Venus is very hot, we should go there right now.",Venus is very hot,we should go there right now.,Although,,False,
disc_lead_00577,essay_01276,Car-free cities,Effective,3,3.0,9,No,No,Black/African American,Yes,1,True,Venus is a planet that scientists have tried to learn about although the environment is extraordinarily hostile and dangerous.,Venus is a planet that scientists have tried to learn about,the environment is extraordinarily hostile and dangerous.,although,,False,
disc_lead_00578,essay_01277,Driverless cars,Effective,3,2.0,11,No,No,Asian,No,1,True,I strongly disagree with driverless vehicles because untested autonomous algorithms pose significant risks to pedestrians.,I strongly disagree with driverless vehicles,untested autonomous algorithms pose significant risks to pedestrians.,because,,False,
disc_lead_00579,essay_01278,Facial Action Coding System,Effective,3,2.0,9,No,No,Black/African American,Yes,1,True,"If scientists can figure out more about Venus, we can further our understanding of what this planet once was.",scientists can figure out more about Venus,we can further our understanding of what this planet once was.,If,,False,
disc_lead_00580,essay_01279,Seeking the Author,Adequate,2,4.0,8,No,No,White,No,1,True,Students should participate in community service since it fosters empathy and builds essential civic responsibility.,Students should participate in community service,it fosters empathy and builds essential civic responsibility.,since,,False,
disc_lead_00581,essay_01280,Exploring Venus,Adequate,2,3.0,9,Yes,Yes,Hispanic/Latino,Yes,1,True,"Although car-free cities reduce urban pollution, many citizens rely heavily on personal vehicles for daily commutes.",car-free cities reduce urban pollution,many citizens rely heavily on personal vehicles for daily commutes.,Although,,False,
disc_lead_00582,essay_01281,Car-free cities,Adequate,2,4.0,10,No,No,Black/African American,No,1,True,People should support renewable technology because fossil fuels contribute directly to catastrophic global climate change.,People should support renewable technology,fossil fuels contribute directly to catastrophic global climate change.,because,,False,
disc_lead_00583,essay_01282,Driverless cars,Adequate,2,4.0,8,No,No,White,No,1,True,The facial landmark image was created by natural erosion even though some conspiracy theorists claim aliens sculpted a face on Mars.,The facial landmark image was created by natural erosion,some conspiracy theorists claim aliens sculpted a face on Mars.,even though,,False,
disc_lead_00584,essay_01283,Facial Action Coding System,Adequate,2,3.0,11,Yes,No,White,No,1,True,"Unless government regulation strictly controls emissions, air quality in metropolitan areas will continue to degrade rapidly.",government regulation strictly controls emissions,air quality in metropolitan areas will continue to degrade rapidly.,Unless,,False,
disc_lead_00585,essay_01284,Seeking the Author,Adequate,2,3.0,8,No,No,Hispanic/Latino,Yes,1,True,We should switch to electric cars provided that charging infrastructure is made universally accessible to all residents.,We should switch to electric cars,charging infrastructure is made universally accessible to all residents.,provided that,,False,
disc_lead_00586,essay_01285,Exploring Venus,Ineffective,1,4.0,8,No,No,White,No,1,True,I think technology is good because it helps people do homework and talk to friends faster.,I think technology is good,it helps people do homework and talk to friends faster.,because,,False,
disc_lead_00587,essay_01286,Car-free cities,Ineffective,1,3.0,10,No,No,White,No,1,True,Cars are bad when they make too much noise in the morning.,Cars are bad,they make too much noise in the morning.,when,,False,
disc_lead_00588,essay_01287,Driverless cars,Ineffective,1,4.0,12,No,No,Black/African American,Yes,1,True,"Although Venus is very hot, we should go there right now.",Venus is very hot,we should go there right now.,Although,,False,
disc_lead_00589,essay_01288,Facial Action Coding System,Effective,3,5.0,8,No,No,Asian,No,1,True,Venus is a planet that scientists have tried to learn about although the environment is extraordinarily hostile and dangerous.,Venus is a planet that scientists have tried to learn about,the environment is extraordinarily hostile and dangerous.,although,,False,
disc_lead_00590,essay_01289,Seeking the Author,Effective,3,3.0,9,No,No,Black/African American,No,1,True,I strongly disagree with driverless vehicles because untested autonomous algorithms pose significant risks to pedestrians.,I strongly disagree with driverless vehicles,untested autonomous algorithms pose significant risks to pedestrians.,because,,False,
disc_lead_00591,essay_01290,Exploring Venus,Effective,3,3.0,9,Yes,No,Asian,No,1,True,"If scientists can figure out more about Venus, we can further our understanding of what this planet once was.",scientists can figure out more about Venus,we can further our understanding of what this planet once was.,If,,False,
disc_lead_00592,essay_01291,Car-free cities,Adequate,2,4.0,10,No,No,Asian,No,1,True,Students should participate in community service since it fosters empathy and builds essential civic responsibility.,Students should participate in community service,it fosters empathy and builds essential civic responsibility.,since,,False,
disc_lead_00593,essay_01292,Driverless cars,Adequate,2,3.0,9,No,No,Black/African American,No,1,True,"Although car-free cities reduce urban pollution, many citizens rely heavily on personal vehicles for daily commutes.",car-free cities reduce urban pollution,many citizens rely heavily on personal vehicles for daily commutes.,Although,,False,
disc_lead_00594,essay_01293,Facial Action Coding System,Adequate,2,3.0,11,Yes,No,Hispanic/Latino,No,1,True,People should support renewable technology because fossil fuels contribute directly to catastrophic global climate change.,People should support renewable technology,fossil fuels contribute directly to catastrophic global climate change.,because,,False,
disc_lead_00595,essay_01294,Seeking the Author,Adequate,2,3.0,12,Yes,No,Hispanic/Latino,Yes,1,True,The facial landmark image was created by natural erosion even though some conspiracy theorists claim aliens sculpted a face on Mars.,The facial landmark image was created by natural erosion,some conspiracy theorists claim aliens sculpted a face on Mars.,even though,,False,
disc_lead_00596,essay_01295,Exploring Venus,Adequate,2,3.0,11,No,No,Hispanic/Latino,No,1,True,"Unless government regulation strictly controls emissions, air quality in metropolitan areas will continue to degrade rapidly.",government regulation strictly controls emissions,air quality in metropolitan areas will continue to degrade rapidly.,Unless,,False,
disc_lead_00597,essay_01296,Car-free cities,Adequate,2,3.0,10,No,No,Hispanic/Latino,No,1,True,We should switch to electric cars provided that charging infrastructure is made universally accessible to all residents.,We should switch to electric cars,charging infrastructure is made universally accessible to all residents.,provided that,,False,
disc_lead_00598,essay_01297,Driverless cars,Ineffective,1,2.0,11,No,No,Black/African American,Yes,1,True,I think technology is good because it helps people do homework and talk to friends faster.,I think technology is good,it helps people do homework and talk to friends faster.,because,,False,
disc_lead_00599,essay_01298,Facial Action Coding System,Ineffective,1,4.0,8,Yes,No,White,Yes,1,True,Cars are bad when they make too much noise in the morning.,Cars are bad,they make too much noise in the morning.,when,,False,
disc_lead_00600,essay_01299,Seeking the Author,Ineffective,1,3.0,12,No,No,Black/African American,No,1,True,"Although Venus is very hot, we should go there right now.",Venus is very hot,we should go there right now.,Although,,False,
disc_lead_00601,essay_01000,Exploring Venus,Effective,3,3.0,12,No,Yes,Black/African American,No,1,True,Venus is a planet that scientists have tried to learn about although the environment is extraordinarily hostile and dangerous.,Venus is a planet that scientists have tried to learn about,the environment is extraordinarily hostile and dangerous.,although,,False,
disc_lead_00602,essay_01001,Car-free cities,Effective,3,4.0,12,No,No,Asian,No,1,True,I strongly disagree with driverless vehicles because untested autonomous algorithms pose significant risks to pedestrians.,I strongly disagree with driverless vehicles,untested autonomous algorithms pose significant risks to pedestrians.,because,,False,
disc_lead_00603,essay_01002,Driverless cars,Effective,3,3.0,12,No,No,Hispanic/Latino,Yes,1,True,"If scientists can figure out more about Venus, we can further our understanding of what this planet once was.",scientists can figure out more about Venus,we can further our understanding of what this planet once was.,If,,False,
disc_lead_00604,essay_01003,Facial Action Coding System,Adequate,2,3.0,8,No,No,Black/African American,No,1,True,Students should participate in community service since it fosters empathy and builds essential civic responsibility.,Students should participate in community service,it fosters empathy and builds essential civic responsibility.,since,,False,
disc_lead_00605,essay_01004,Seeking the Author,Adequate,2,3.0,8,Yes,No,White,Yes,1,True,"Although car-free cities reduce urban pollution, many citizens rely heavily on personal vehicles for daily commutes.",car-free cities reduce urban pollution,many citizens rely heavily on personal vehicles for daily commutes.,Although,,False,
disc_lead_00606,essay_01005,Exploring Venus,Adequate,2,3.0,8,No,No,Black/African American,No,1,True,People should support renewable technology because fossil fuels contribute directly to catastrophic global climate change.,People should support renewable technology,fossil fuels contribute directly to catastrophic global climate change.,because,,False,
disc_lead_00607,essay_01006,Car-free cities,Adequate,2,3.0,11,No,No,White,No,1,True,The facial landmark image was created by natural erosion even though some conspiracy theorists claim aliens sculpted a face on Mars.,The facial landmark image was created by natural erosion,some conspiracy theorists claim aliens sculpted a face on Mars.,even though,,False,
disc_lead_00608,essay_01007,Driverless cars,Adequate,2,4.0,12,No,No,Hispanic/Latino,No,1,True,"Unless government regulation strictly controls emissions, air quality in metropolitan areas will continue to degrade rapidly.",government regulation strictly controls emissions,air quality in metropolitan areas will continue to degrade rapidly.,Unless,,False,
disc_lead_00609,essay_01008,Facial Action Coding System,Adequate,2,3.0,10,No,No,Hispanic/Latino,Yes,1,True,We should switch to electric cars provided that charging infrastructure is made universally accessible to all residents.,We should switch to electric cars,charging infrastructure is made universally accessible to all residents.,provided that,,False,
disc_lead_00610,essay_01009,Seeking the Author,Ineffective,1,3.0,11,No,No,Black/African American,Yes,1,True,I think technology is good because it helps people do homework and talk to friends faster.,I think technology is good,it helps people do homework and talk to friends faster.,because,,False,
disc_lead_00611,essay_01010,Exploring Venus,Ineffective,1,2.0,10,No,No,Asian,No,1,True,Cars are bad when they make too much noise in the morning.,Cars are bad,they make too much noise in the morning.,when,,False,
disc_lead_00612,essay_01011,Car-free cities,Ineffective,1,4.0,8,No,No,Hispanic/Latino,Yes,1,True,"Although Venus is very hot, we should go there right now.",Venus is very hot,we should go there right now.,Although,,False,
disc_lead_00613,essay_01012,Driverless cars,Effective,3,4.0,12,No,No,Hispanic/Latino,No,1,True,Venus is a planet that scientists have tried to learn about although the environment is extraordinarily hostile and dangerous.,Venus is a planet that scientists have tried to learn about,the environment is extraordinarily hostile and dangerous.,although,,False,
disc_lead_00614,essay_01013,Facial Action Coding System,Effective,3,2.0,12,No,No,White,Yes,1,True,I strongly disagree with driverless vehicles because untested autonomous algorithms pose significant risks to pedestrians.,I strongly disagree with driverless vehicles,untested autonomous algorithms pose significant risks to pedestrians.,because,,False,
