discourse_id,essay_id,prompt_name,discourse_effectiveness,effect_score,holistic_essay_score,grade_level,ell_status,student_disability_status,race_ethnicity,economically_disadvantaged,F02,f02_present,discourse_text
disc_lead_01050,essay_02086,Car-free cities,Adequate,2,4.0,6,Yes,No,White,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01051,essay_02087,Driverless cars,Adequate,2,4.0,8,No,No,Hispanic/Latino,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01052,essay_02088,Facial Action Coding System,Effective,3,2.0,9,No,Yes,White,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01053,essay_02089,Seeking the Author,Ineffective,1,2.0,9,No,No,White,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01054,essay_02090,Exploring Venus,Adequate,2,1.0,8,No,No,Black/African American,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_01055,essay_02091,Car-free cities,Adequate,2,2.0,11,No,Yes,White,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01056,essay_02092,Driverless cars,Adequate,2,3.0,8,No,No,Hispanic/Latino,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01057,essay_02093,Facial Action Coding System,Effective,3,1.0,11,No,No,White,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01058,essay_02094,Seeking the Author,Ineffective,1,1.0,11,No,No,White,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01059,essay_02095,Exploring Venus,Adequate,2,3.0,8,No,No,Hispanic/Latino,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_01060,essay_02096,Car-free cities,Adequate,2,2.0,6,No,No,White,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01061,essay_02097,Driverless cars,Adequate,2,3.0,11,No,No,Hispanic/Latino,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01062,essay_02098,Facial Action Coding System,Effective,3,3.0,11,No,No,Hispanic/Latino,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01063,essay_02099,Seeking the Author,Ineffective,1,3.0,10,No,No,Hispanic/Latino,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01064,essay_02100,Exploring Venus,Adequate,2,2.0,11,No,No,Hispanic/Latino,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_01065,essay_02101,Car-free cities,Adequate,2,4.0,6,No,No,Asian,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01066,essay_02102,Driverless cars,Adequate,2,2.0,6,No,No,Black/African American,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01067,essay_02103,Facial Action Coding System,Effective,3,3.0,8,No,No,Hispanic/Latino,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01068,essay_02104,Seeking the Author,Ineffective,1,3.0,9,Yes,No,Asian,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01069,essay_02105,Exploring Venus,Adequate,2,2.0,11,No,No,Hispanic/Latino,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_01070,essay_02106,Car-free cities,Adequate,2,3.0,10,No,No,Asian,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01071,essay_02107,Driverless cars,Adequate,2,3.0,6,No,No,White,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01072,essay_02108,Facial Action Coding System,Effective,3,1.0,9,No,No,White,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01073,essay_02109,Seeking the Author,Ineffective,1,2.0,8,No,No,Asian,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01074,essay_02110,Exploring Venus,Adequate,2,3.0,9,No,No,White,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_01075,essay_02111,Car-free cities,Adequate,2,3.0,8,No,No,Black/African American,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01076,essay_02112,Driverless cars,Adequate,2,1.0,8,No,No,Black/African American,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01077,essay_02113,Facial Action Coding System,Effective,3,2.0,10,No,Yes,White,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01078,essay_02114,Seeking the Author,Ineffective,1,2.0,10,No,No,Asian,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01079,essay_02115,Exploring Venus,Adequate,2,2.0,9,No,No,White,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_01080,essay_02116,Car-free cities,Adequate,2,2.0,9,No,No,Hispanic/Latino,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01081,essay_02117,Driverless cars,Adequate,2,3.0,11,No,No,Asian,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01082,essay_02118,Facial Action Coding System,Effective,3,1.0,6,No,No,Asian,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01083,essay_02119,Seeking the Author,Ineffective,1,3.0,11,No,No,Asian,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01084,essay_02120,Exploring Venus,Adequate,2,1.0,6,No,No,Hispanic/Latino,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_01085,essay_02121,Car-free cities,Adequate,2,3.0,8,No,No,Asian,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01086,essay_02122,Driverless cars,Adequate,2,2.0,9,Yes,No,Asian,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01087,essay_02123,Facial Action Coding System,Effective,3,2.0,10,No,No,Hispanic/Latino,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01088,essay_02124,Seeking the Author,Ineffective,1,4.0,11,Yes,No,White,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01089,essay_02125,Exploring Venus,Adequate,2,3.0,6,No,No,White,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_01090,essay_02126,Car-free cities,Adequate,2,3.0,11,No,No,Hispanic/Latino,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01091,essay_02127,Driverless cars,Adequate,2,3.0,9,No,No,Hispanic/Latino,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01092,essay_02128,Facial Action Coding System,Effective,3,1.0,8,Yes,No,Hispanic/Latino,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01093,essay_02129,Seeking the Author,Ineffective,1,3.0,11,No,No,Asian,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01094,essay_02130,Exploring Venus,Adequate,2,1.0,8,No,No,Black/African American,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_01095,essay_02131,Car-free cities,Adequate,2,1.0,6,No,No,Asian,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01096,essay_02132,Driverless cars,Adequate,2,2.0,11,No,No,Hispanic/Latino,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01097,essay_02133,Facial Action Coding System,Effective,3,2.0,9,No,Yes,Black/African American,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01098,essay_02134,Seeking the Author,Ineffective,1,1.0,6,No,No,Black/African American,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01099,essay_02135,Exploring Venus,Adequate,2,2.0,11,No,No,Asian,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_01100,essay_02136,Car-free cities,Adequate,2,2.0,8,No,No,Hispanic/Latino,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01101,essay_02137,Driverless cars,Adequate,2,2.0,9,No,No,White,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01102,essay_02138,Facial Action Coding System,Effective,3,2.0,6,Yes,No,Hispanic/Latino,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01103,essay_02139,Seeking the Author,Ineffective,1,4.0,8,No,No,Hispanic/Latino,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01104,essay_02140,Exploring Venus,Adequate,2,2.0,8,No,No,Hispanic/Latino,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_01105,essay_02141,Car-free cities,Adequate,2,1.0,6,No,No,Black/African American,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01106,essay_02142,Driverless cars,Adequate,2,3.0,9,No,No,Hispanic/Latino,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01107,essay_02143,Facial Action Coding System,Effective,3,2.0,8,No,No,White,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01108,essay_02144,Seeking the Author,Ineffective,1,3.0,6,No,No,Hispanic/Latino,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01109,essay_02145,Exploring Venus,Adequate,2,2.0,8,No,No,Hispanic/Latino,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_01110,essay_02146,Car-free cities,Adequate,2,3.0,10,No,No,Black/African American,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01111,essay_02147,Driverless cars,Adequate,2,1.0,8,No,Yes,Hispanic/Latino,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01112,essay_02148,Facial Action Coding System,Effective,3,1.0,8,Yes,No,Hispanic/Latino,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01113,essay_02149,Seeking the Author,Ineffective,1,2.0,6,No,No,Black/African American,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01114,essay_02150,Exploring Venus,Adequate,2,2.0,8,No,No,Hispanic/Latino,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_01115,essay_02151,Car-free cities,Adequate,2,2.0,8,Yes,No,Hispanic/Latino,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01116,essay_02152,Driverless cars,Adequate,2,2.0,10,No,Yes,Black/African American,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01117,essay_02153,Facial Action Coding System,Effective,3,1.0,9,No,Yes,Hispanic/Latino,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01118,essay_02154,Seeking the Author,Ineffective,1,3.0,9,No,Yes,Asian,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01119,essay_02155,Exploring Venus,Adequate,2,4.0,6,No,No,Black/African American,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_01120,essay_02156,Car-free cities,Adequate,2,2.0,10,No,No,White,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01121,essay_02157,Driverless cars,Adequate,2,2.0,10,Yes,No,White,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01122,essay_02158,Facial Action Coding System,Effective,3,2.0,10,No,Yes,Asian,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01123,essay_02159,Seeking the Author,Ineffective,1,4.0,9,No,No,Hispanic/Latino,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01124,essay_02160,Exploring Venus,Adequate,2,2.0,11,No,No,White,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_01125,essay_02161,Car-free cities,Adequate,2,1.0,8,Yes,No,White,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01126,essay_02162,Driverless cars,Adequate,2,2.0,8,No,No,Asian,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01127,essay_02163,Facial Action Coding System,Effective,3,3.0,9,No,Yes,Asian,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01128,essay_02164,Seeking the Author,Ineffective,1,2.0,11,No,Yes,Black/African American,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01129,essay_02165,Exploring Venus,Adequate,2,2.0,6,No,No,Black/African American,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_01130,essay_02166,Car-free cities,Adequate,2,1.0,6,No,No,Black/African American,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01131,essay_02167,Driverless cars,Adequate,2,2.0,8,No,No,White,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01132,essay_02168,Facial Action Coding System,Effective,3,3.0,10,No,No,Asian,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01133,essay_02169,Seeking the Author,Ineffective,1,2.0,9,No,No,White,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01134,essay_02170,Exploring Venus,Adequate,2,3.0,6,Yes,No,White,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_01135,essay_02171,Car-free cities,Adequate,2,2.0,6,Yes,No,White,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01136,essay_02172,Driverless cars,Adequate,2,2.0,6,No,No,Asian,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01137,essay_02173,Facial Action Coding System,Effective,3,2.0,11,Yes,No,Hispanic/Latino,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01138,essay_02174,Seeking the Author,Ineffective,1,3.0,10,No,No,Asian,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01139,essay_02175,Exploring Venus,Adequate,2,4.0,8,No,No,White,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_01140,essay_02176,Car-free cities,Adequate,2,3.0,8,No,No,Hispanic/Latino,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01141,essay_02177,Driverless cars,Adequate,2,2.0,9,No,No,Black/African American,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01142,essay_02178,Facial Action Coding System,Effective,3,2.0,6,Yes,Yes,White,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01143,essay_02179,Seeking the Author,Ineffective,1,2.0,11,No,No,Black/African American,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01144,essay_02180,Exploring Venus,Adequate,2,3.0,6,Yes,No,White,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_01145,essay_02181,Car-free cities,Adequate,2,3.0,9,No,No,White,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01146,essay_02182,Driverless cars,Adequate,2,2.0,8,No,Yes,Black/African American,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01147,essay_02183,Facial Action Coding System,Effective,3,1.0,6,No,No,Hispanic/Latino,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01148,essay_02184,Seeking the Author,Ineffective,1,1.0,9,No,Yes,Asian,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01149,essay_02185,Exploring Venus,Adequate,2,1.0,9,No,No,Asian,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_01150,essay_02186,Car-free cities,Adequate,2,2.0,10,No,No,White,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01151,essay_02187,Driverless cars,Adequate,2,4.0,11,Yes,No,Hispanic/Latino,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01152,essay_02188,Facial Action Coding System,Effective,3,3.0,9,Yes,No,White,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01153,essay_02189,Seeking the Author,Ineffective,1,2.0,8,No,Yes,Hispanic/Latino,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01154,essay_02190,Exploring Venus,Adequate,2,2.0,10,No,No,Hispanic/Latino,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_01155,essay_02191,Car-free cities,Adequate,2,2.0,10,No,No,Hispanic/Latino,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01156,essay_02192,Driverless cars,Adequate,2,1.0,9,Yes,No,Asian,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01157,essay_02193,Facial Action Coding System,Effective,3,1.0,9,No,No,Hispanic/Latino,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01158,essay_02194,Seeking the Author,Ineffective,1,2.0,10,No,No,Hispanic/Latino,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01159,essay_02195,Exploring Venus,Adequate,2,3.0,9,No,No,Black/African American,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_01160,essay_02196,Car-free cities,Adequate,2,1.0,8,No,No,Hispanic/Latino,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01161,essay_02197,Driverless cars,Adequate,2,4.0,9,No,No,White,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01162,essay_02198,Facial Action Coding System,Effective,3,2.0,9,No,No,Black/African American,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01163,essay_02199,Seeking the Author,Ineffective,1,3.0,11,No,No,Hispanic/Latino,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01164,essay_02200,Exploring Venus,Adequate,2,3.0,10,No,No,Black/African American,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_01165,essay_02201,Car-free cities,Adequate,2,3.0,8,No,No,Asian,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01166,essay_02202,Driverless cars,Adequate,2,1.0,9,Yes,No,Hispanic/Latino,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01167,essay_02203,Facial Action Coding System,Effective,3,2.0,6,No,No,Hispanic/Latino,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01168,essay_02204,Seeking the Author,Ineffective,1,3.0,9,No,No,Asian,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01169,essay_02205,Exploring Venus,Adequate,2,3.0,8,Yes,No,Hispanic/Latino,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_01170,essay_02206,Car-free cities,Adequate,2,2.0,10,No,Yes,Asian,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01171,essay_02207,Driverless cars,Adequate,2,2.0,8,No,No,Asian,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01172,essay_02208,Facial Action Coding System,Effective,3,2.0,8,No,No,Asian,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01173,essay_02209,Seeking the Author,Ineffective,1,1.0,10,No,No,White,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01174,essay_02210,Exploring Venus,Adequate,2,2.0,8,No,No,Black/African American,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_01175,essay_02211,Car-free cities,Adequate,2,3.0,10,No,No,Hispanic/Latino,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01176,essay_02212,Driverless cars,Adequate,2,3.0,6,No,Yes,Black/African American,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01177,essay_02213,Facial Action Coding System,Effective,3,2.0,8,Yes,No,Black/African American,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01178,essay_02214,Seeking the Author,Ineffective,1,2.0,11,No,No,Black/African American,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01179,essay_02215,Exploring Venus,Adequate,2,3.0,8,No,No,White,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_01180,essay_02216,Car-free cities,Adequate,2,1.0,9,Yes,No,Black/African American,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01181,essay_02217,Driverless cars,Adequate,2,2.0,9,No,Yes,Black/African American,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01182,essay_02218,Facial Action Coding System,Effective,3,2.0,8,No,No,White,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01183,essay_02219,Seeking the Author,Ineffective,1,3.0,8,No,No,Black/African American,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01184,essay_02220,Exploring Venus,Adequate,2,3.0,8,Yes,No,White,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_01185,essay_02221,Car-free cities,Adequate,2,4.0,11,No,No,Hispanic/Latino,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01186,essay_02222,Driverless cars,Adequate,2,3.0,9,No,No,Asian,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01187,essay_02223,Facial Action Coding System,Effective,3,2.0,11,No,No,Hispanic/Latino,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01188,essay_02224,Seeking the Author,Ineffective,1,1.0,9,Yes,No,Hispanic/Latino,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01189,essay_02225,Exploring Venus,Adequate,2,3.0,10,No,No,Hispanic/Latino,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_01190,essay_02226,Car-free cities,Adequate,2,3.0,9,No,No,Asian,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01191,essay_02227,Driverless cars,Adequate,2,2.0,8,No,No,White,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01192,essay_02228,Facial Action Coding System,Effective,3,2.0,11,No,Yes,White,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01193,essay_02229,Seeking the Author,Ineffective,1,2.0,11,No,No,White,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01194,essay_02230,Exploring Venus,Adequate,2,1.0,8,No,No,Black/African American,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_01195,essay_02231,Car-free cities,Adequate,2,1.0,6,Yes,No,Asian,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01196,essay_02232,Driverless cars,Adequate,2,2.0,6,No,No,Hispanic/Latino,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01197,essay_02233,Facial Action Coding System,Effective,3,1.0,10,No,No,Asian,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01198,essay_02234,Seeking the Author,Ineffective,1,3.0,11,Yes,No,White,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01199,essay_02235,Exploring Venus,Adequate,2,1.0,9,No,Yes,Asian,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_01200,essay_02236,Car-free cities,Adequate,2,4.0,8,Yes,No,Asian,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01201,essay_02237,Driverless cars,Adequate,2,4.0,8,No,No,Asian,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01202,essay_02238,Facial Action Coding System,Effective,3,3.0,6,Yes,No,White,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01203,essay_02239,Seeking the Author,Ineffective,1,3.0,9,No,No,White,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01204,essay_02240,Exploring Venus,Adequate,2,4.0,9,No,No,Black/African American,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_01205,essay_02241,Car-free cities,Adequate,2,2.0,9,Yes,No,Black/African American,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01206,essay_02242,Driverless cars,Adequate,2,1.0,6,No,No,White,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01207,essay_02243,Facial Action Coding System,Effective,3,2.0,9,No,No,Hispanic/Latino,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01208,essay_02244,Seeking the Author,Ineffective,1,2.0,11,No,Yes,Asian,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01209,essay_02245,Exploring Venus,Adequate,2,2.0,11,No,No,Black/African American,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_01210,essay_02246,Car-free cities,Adequate,2,3.0,6,No,No,Asian,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01211,essay_02247,Driverless cars,Adequate,2,4.0,8,No,No,Asian,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01212,essay_02248,Facial Action Coding System,Effective,3,1.0,6,No,Yes,Asian,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01213,essay_02249,Seeking the Author,Ineffective,1,2.0,10,No,Yes,Asian,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01214,essay_02250,Exploring Venus,Adequate,2,1.0,9,No,No,Hispanic/Latino,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_01215,essay_02251,Car-free cities,Adequate,2,2.0,9,No,No,White,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01216,essay_02252,Driverless cars,Adequate,2,4.0,6,No,No,Hispanic/Latino,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01217,essay_02253,Facial Action Coding System,Effective,3,1.0,6,No,No,Asian,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01218,essay_02254,Seeking the Author,Ineffective,1,2.0,10,Yes,Yes,Black/African American,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01219,essay_02255,Exploring Venus,Adequate,2,1.0,10,No,No,White,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_01220,essay_02256,Car-free cities,Adequate,2,3.0,8,No,No,White,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01221,essay_02257,Driverless cars,Adequate,2,4.0,11,No,No,Asian,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01222,essay_02258,Facial Action Coding System,Effective,3,2.0,8,No,No,Black/African American,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01223,essay_02259,Seeking the Author,Ineffective,1,2.0,8,No,No,Asian,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01224,essay_02260,Exploring Venus,Adequate,2,3.0,8,No,No,White,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_01225,essay_02261,Car-free cities,Adequate,2,1.0,6,No,No,White,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01226,essay_02262,Driverless cars,Adequate,2,1.0,8,Yes,No,Black/African American,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01227,essay_02263,Facial Action Coding System,Effective,3,3.0,6,No,No,White,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01228,essay_02264,Seeking the Author,Ineffective,1,3.0,10,No,No,White,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01229,essay_02265,Exploring Venus,Adequate,2,3.0,8,No,No,Hispanic/Latino,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_01230,essay_02266,Car-free cities,Adequate,2,2.0,8,Yes,No,White,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01231,essay_02267,Driverless cars,Adequate,2,1.0,9,No,No,White,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01232,essay_02268,Facial Action Coding System,Effective,3,4.0,11,No,Yes,Black/African American,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01233,essay_02269,Seeking the Author,Ineffective,1,3.0,8,No,No,White,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01234,essay_02270,Exploring Venus,Adequate,2,2.0,6,No,No,Black/African American,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_01235,essay_02271,Car-free cities,Adequate,2,3.0,9,No,No,Asian,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01236,essay_02272,Driverless cars,Adequate,2,2.0,6,No,No,Black/African American,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01237,essay_02273,Facial Action Coding System,Effective,3,2.0,8,No,No,White,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01238,essay_02274,Seeking the Author,Ineffective,1,3.0,10,No,No,White,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01239,essay_02275,Exploring Venus,Adequate,2,2.0,8,No,No,Hispanic/Latino,Yes,0,False,Cars are very fast and they take people to work every day.
